"","ref_id","iso2","reviewed_by","reviewed_date","country_role"
"871","ISI000452943500018","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"872","ISI000447638200036","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"873","ISI000458461000030","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"874","ISI000446313000032","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"875","ISI000445331700001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"876","ISI000440556800009","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"877","ISI000442800100036","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"878","ISI000441377900007","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"879","ISI000438087200001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"880","ISI000456633600006","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"881","ISI000442003300004","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"882","ISI000439465900023","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"883","ISI000439465900027","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"884","ISI000430774800017","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"885","ISI000432429700004","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"886","ISI000435714600027","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"887","ISI000435910300003","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"888","ISI000423644300045","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"889","ISI000414922600146","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"890","ISI000457579700005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"891","ISI000431302500014","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"892","ISI000433940200005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"893","ISI000429663600005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"894","ISI000424311300014","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"895","ISI000423603700002","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"896","ISI000418999900010","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"897","ISI000412959800092","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"898","ISI000412963900067","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"899","ISI000425356400022","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"900","ISI000414697800021","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"901","ISI000414697800019","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"902","ISI000422938500019","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"903","ISI000406983700001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"904","ISI000422659200001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"905","ISI000411163100031","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"906","ISI000416492200015","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"907","ISI000413278900013","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"908","ISI000400310700001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"909","ISI000407384600012","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"910","ISI000407384600014","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"911","ISI000401046000018","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"912","ISI000394168400010","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"913","ISI000392637900039","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"914","ISI000424144900020","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"915","ISI000433490000003","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"916","ISI000418901000015","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"917","ISI000410558800007","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"918","ISI000409370200003","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"919","ISI000399455100004","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"920","ISI000390836400033","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"921","ISI000393599300020","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"922","ISI000392871000006","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"923","ISI000390685700011","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"924","ISI000389101500003","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"925","ISI000390134700003","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"926","ISI000387657100025","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"927","ISI000384249400005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"928","ISI000386200100005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"929","ISI000385581400002","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"930","ISI000389952200002","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"931","ISI000382524100020","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"932","ISI000379985400014","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"933","ISI000381235300001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"934","ISI000389951500011","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"935","ISI000374411200008","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"936","ISI000373700300016","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"937","ISI000380179400004","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"938","ISI000383173800013","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"939","ISI000372776100004","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"940","ISI000376657700006","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"941","ISI000370955100033","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"942","ISI000371661700009","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"943","ISI000369989200008","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"944","ISI000393058600010","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"945","ISI000389394800004","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"946","ISI000385627300027","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"947","ISI000377538000232","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"948","ISI000372064700029","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"949","ISI000369237800015","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"950","ISI000369237800018","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"951","ISI000368472400003","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"952","ISI000367306000006","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"953","ISI000366950100030","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"954","ISI000367098400010","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"955","ISI000366197400009","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"956","ISI000363438800030","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"957","ISI000362304700011","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"958","ISI000361590200004","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"959","ISI000357146600005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"960","ISI000360899700020","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"961","ISI000365290200007","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"962","ISI000352724700010","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"963","ISI000354054900008","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"964","ISI000350353200006","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"965","ISI000349024000008","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"966","ISI000348733700002","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"967","ISI000363276500008","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"968","ISI000354631600013","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"969","ISI000257472700002","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"970","ISI000352003800010","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"971","ISI000347601900038","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"972","ISI000345729900022","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"973","ISI000347678300014","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"974","ISI000345320500007","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"975","ISI000346084500012","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"976","ISI000348215600011","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"977","ISI000335560700007","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"978","ISI000346766200115","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"979","ISI000342492700077","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"980","ISI000342548000002","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"981","ISI000342063300016","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"982","ISI000451731800012","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"983","ISI000336114400001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"984","ISI000336245100005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"985","ISI000336380600006","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"986","ISI000339092200007","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"987","ISI000340836300018","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"988","ISIA1997XC71900020","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"989","ISI000336241200001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"990","ISI000333276600030","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"991","ISI000330907800009","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"992","ISI000345836700007","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"993","ISI000342926400041","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"994","ISI000215293500006","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"995","ISI000299022100030","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"996","ISI000328473300001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"997","ISI000328086200001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"998","ISI000330022600007","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"999","ISI000326811700012","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1000","ISI000421268900005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1001","ISI000328204300002","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1002","ISI000216463900025","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1003","ISI000322556800026","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1004","ISI000317076500009","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1005","ISI000320004300005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1006","ISI000320133800017","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1007","ISI000315033000005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1008","ISI000317670900017","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1009","ISI000322556500007","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1010","ISI000209238900002","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1011","ISI000312765700026","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1012","ISI000312692300037","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1013","ISI000313135800009","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1014","ISI000313135800024","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1015","ISI000309376800010","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1016","ISI000312034000002","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1017","ISI000310535600017","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1018","ISI000311403400002","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1019","ISI000321051500003","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1020","ISI000310534000017","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1021","ISI000249644600004","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1022","ISI000309697600009","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1023","ISI000307946500018","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1024","ISI000307128800003","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1025","ISI000308254400020","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1026","ISI000305116400005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1027","ISI000310846800006","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1028","ISI000299631100024","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1029","ISI000297778200008","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1030","ISI000230319200004","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1031","ISI000297792900013","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1032","ISI000305115600001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1033","ISI000310106200004","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1034","ISI000554526900006","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1035","ISI000554526900119","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1036","ISI000569192400001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1037","ISI000535703300013","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1038","ISI000560872200001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1039","ISI000347644000010","BR","JRFP",2020-10-30 13:53:34,"Study location"
"1040","ISI000559455900001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1041","ISI000556843900031","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1042","ISI000244777700002","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1043","ISI000555809000001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1044","ISI000545646600035","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1045","ISI000543397000160","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1046","ISI000541831900015","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1047","ISI000532966900009","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1048","ISI000522830200004","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1049","ISI000537774300011","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1050","ISI000519571000008","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1051","ISI000540371300036","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1052","ISI000535262100025","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1053","ISI000514145300001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1054","ISI000508614900001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1055","ISI000495183300001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1056","ISI000494639700001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1057","ISI000294795400021","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1058","ISI000295056700017","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1059","ISI000309945200001","BR","Ada Sanchez",2020-11-09 09:42:31,"Study location"
"1060","ISI000338478500016","BR","Ada Sanchez",2020-12-29 06:10:06,"Study location"
"1061","ISI000571546800005","BR","Ada Sanchez",2021-01-05 06:29:58,"Study location"
"1062","ISI000506041600004","BR","Ada Sanchez",2021-01-06 07:28:43,"Study location"
"1063","ISI000291478800001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1064","ISI000216824700010","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1065","ISI000291775300017","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1066","ISI000291615800017","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1067","ISI000290866600033","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1068","ISI000286427900002","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1069","ISI000286037000005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1070","ISI000286037000002","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1071","ISI000302983100010","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1072","ISI000302275600002","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1073","ISI000293661000039","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1074","ISI000291264500003","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1075","ISI000295319700003","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1076","ISI000290132900007","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1077","ISI000282317400725","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1078","ISI000281553600005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1079","ISI000280995900006","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1080","ISI000283450200042","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1081","ISI000208354400006","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1082","ISI000278485200005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1083","ISI000278644200007","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1084","ISI000276670600015","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1085","ISI000281447600001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1086","ISI000208354100006","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1087","ISI000276492900025","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1088","ISI000280041300012","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1089","ISI000274354200016","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1090","ISI000290286700015","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1091","ISI000277234300023","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1092","ISI000251696600012","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1093","ISI000274414000005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1094","ISI000276475000010","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1095","ISI000271877700008","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1096","ISI000208354000004","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1097","ISI000208354000007","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1098","ISI000269692600001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1099","ISI000269692600002","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1100","ISI000265070400010","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1101","ISI000265754300014","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1102","ISI000266021000004","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1103","ISI000264775800003","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1104","ISI000208354200010","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1105","ISI000266132600005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1106","ISI000263405400007","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1107","ISI000208353800001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1108","ISI000208353800002","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1109","ISI000208353800005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1110","ISI000271424200044","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1111","ISI000280591601082","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1112","ISI000273100500001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1113","ISI000269854800010","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1114","ISI000264202100005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1115","ISI000264525700025","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1116","ISI000208353700016","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1117","ISI000261581200008","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1118","ISI000263238600005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1119","ISI000262612900004","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1120","ISI000259828100009","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1121","ISI000260688100001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1122","ISI000260317200001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1123","ISI000258367500046","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1124","ISI000257465000001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1125","ISI000258550900002","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1126","ISI000259436200004","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1127","ISI000257049500001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1128","ISI000256547500001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1129","ISI000255842000018","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1130","ISI000257819800006","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1131","ISI000254794700013","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1132","ISI000254729500019","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1133","ISI000208355700001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1134","ISI000208355700004","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1135","ISI000254697500020","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1136","ISI000254697500021","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1137","ISI000260227100025","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1138","ISI000262240100004","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1139","ISI000253827100051","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1140","ISI000259434300001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1141","ISI000252387600001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1142","ISI000244553500003","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1143","ISI000249935400012","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1144","ISI000208353000010","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1145","ISI000246671800002","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1146","ISI000246717300026","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1147","ISI000245693700008","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1148","ISI000246103000008","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1149","ISI000245825500002","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1150","ISI000258501200008","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1151","ISI000258501200009","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1152","ISI000258501200015","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1153","ISI000258501200017","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1154","ISI000247967500009","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1155","ISI000248895700022","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1156","ISI000241216900013","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1157","ISI000208353000019","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1158","ISI000240244600012","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1159","ISI000236738800010","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1160","ISI000235806400018","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1161","ISI000235202200004","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1162","ISI000242900700002","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1163","ISI000233858900011","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1164","ISI000233042000002","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1165","ISI000230265900008","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1166","ISI000232683600004","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1167","ISI000230055800005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1168","ISI000240313200425","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1169","ISI000227742400023","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1170","ISI000229711300023","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1171","ISI000223826600009","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1172","ISI000221906700006","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1173","ISI000220383700013","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1174","ISI000188970200010","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1175","ISI000224840300011","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1176","ISI000186609900015","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1177","ISI000185481900001","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1178","ISI000180539800016","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1179","ISI000208503700017","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1180","ISI000179816000010","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1181","ISI000177980300021","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1182","ISI000178554300004","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1183","ISI000173466700011","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1184","ISI000177379400005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1185","ISI000172910100037","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1186","ISI000171320700011","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1187","ISI000168812900006","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1188","ISI000169661700011","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1189","ISI000173344700006","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1190","ISI000169460700006","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1191","ISI000088945600009","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1192","ISI000087287700010","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1193","ISI000082775400005","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1194","ISI000077491700004","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1195","ISI000085107100006","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1196","ISI000075303300010","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1197","ISIA1997XN99400006","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1198","ISI000071737300029","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1199","ISIA1996VM76600007","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1200","ISIA1995TT20400018","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1201","ISIA1995TA98500008","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1202","AY0000000000000007","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1203","AY0000000000000008","BR","Rsaurio",2020-10-29 10:06:06,"In text"
"1204","ISIA1982NU03900016","BB","Rsaurio",2020-10-29 10:06:07,"In text"
"1205","ISIA1979JM25500002","BB","Rsaurio",2020-10-29 10:06:07,"In text"
"1206","ISIA1978GB09300007","BB","Rsaurio",2020-10-29 10:06:07,"In text"
"1207","ISI000417067100012","BB","Rsaurio",2020-10-29 10:06:07,"In text"
"1208","ISI000399726500001","BB","Rsaurio",2020-10-29 10:06:07,"In text"
"1209","ISI000381487600001","BB","Rsaurio",2020-10-29 10:06:07,"In text"
"1210","ISI000359161500009","BB","Rsaurio",2020-10-29 10:06:07,"In text"
"1211","ISI000296423200023","BB","Rsaurio",2020-10-29 10:06:07,"In text"
"1212","ISI000269112000002","BB","Rsaurio",2020-10-29 10:06:07,"In text"
"1213","ISI000258359700021","BB","Rsaurio",2020-10-29 10:06:07,"In text"
