"","year","ref_id","reviewed_by","status"
"11342",1996,"ISIA1996UK71800006","Rsaurio","rejected off topic"
"11343",1996,"ISIA1996UH16300030",NA,NA
"11344",1996,"ISIA1996UE92700003",NA,NA
"11345",1996,"ISIA1996VV40600002",NA,NA
"11346",1995,"ISIA1995RT73700043",NA,NA
"11347",1996,"ISIA1996UA91600018",NA,NA
"11348",1996,"ISIA1996UK90800002",NA,NA
"11349",1996,"ISIA1996TX56600018",NA,NA
"11350",1996,"ISIA1996UC50100005",NA,NA
"11351",1996,"ISIA1996UF03700011",NA,NA
"11352",1995,"ISIA1995RU28300024",NA,NA
"11353",1996,"ISIA1996UN66200010",NA,NA
"11354",1996,"ISIA1996UN66200013",NA,NA
"11355",1996,"ISIA1996UH72700018",NA,NA
"11356",1996,"ISIA1996UG77900006",NA,NA
"11357",1996,"ISIA1996UB23200006",NA,NA
"11358",2017,"AY0000000000000002","Rsaurio","rejected off topic"
"11359",1996,"ISIA1996TY59600008",NA,NA
"11360",1996,"ISIA1996UB97700007",NA,NA
"11361",1996,"ISIA1996TX28000023","Rsaurio","rejected off topic"
"11362",1996,"ISIA1996UG53200003",NA,NA
"11363",1996,"ISIA1996TZ42800003",NA,NA
"11364",1996,"ISIA1996UE36200003",NA,NA
"11365",1996,"ISIA1996UE67900001",NA,NA
"11366",1996,"ISIA1996TX63800005",NA,NA
"11367",1996,"ISIA1996UE98400015",NA,NA
"11368",1996,"ISIA1996TQ53800015","Rsaurio","rejected off topic"
"11369",1996,"ISIA1996UD22300002","Rsaurio","rejected off topic"
"11370",1996,"ISIA1996VD31700005",NA,NA
"11371",1996,"ISIA1996TV58000017",NA,NA
"11372",1996,"ISIA1996TX36000003","Rsaurio","rejected off topic"
"11373",1996,"ISIA1996UB83100008",NA,NA
"11374",1996,"ISIA1996TP47400014",NA,NA
"11375",1996,"ISIA1996TT94600006",NA,NA
"11376",1996,"ISIA1996BH10Q00024",NA,NA
"11377",1996,"ISIA1996BJ46Y00038",NA,NA
"11378",1996,"ISIA1996WQ30800007","Rsaurio","rejected off topic"
"11379",1996,"ISIA1996BG81Y00013",NA,NA
"11380",1996,"ISIA1996TX86300004",NA,NA
"11381",1996,"ISIA1996UF27000005",NA,NA
"11382",1996,"ISIA1996UC03800007",NA,NA
"11383",1996,"ISIA1996UC03800019",NA,NA
"11384",1996,"ISIA1996UT59400006",NA,NA
"11385",2020,"AY0000000000000064",NA,NA
"11386",1996,"ISIA1996XU08800012",NA,NA
"11387",1996,"ISIA1996TU91900003",NA,NA
"11388",1996,"ISIA1996TQ48900001",NA,NA
"11389",1996,"ISIA1996TT94600007",NA,NA
"11390",1996,"ISIA1996TP73800036",NA,NA
"11391",1996,"ISIA1996TP81100007","Rsaurio","rejected off topic"
"11392",1996,"ISIA1996VA40500005",NA,NA
"11393",1996,"ISIA1996TX08900010",NA,NA
"11394",1996,"ISIA1996TT52400014",NA,NA
"11395",2018,"AY0000000000000077",NA,NA
"11396",1996,"ISIA1996TT94600011",NA,NA
"11397",1996,"ISIA1996TT09600011","Rsaurio","rejected off topic"
"11398",1996,"ISIA1996TP45600004",NA,NA
"11399",1996,"ISIA1996TP45600005",NA,NA
"11400",1996,"ISIA1996UK45900003",NA,NA
"11401",1996,"ISIA1996VM58000009",NA,NA
"11402",1996,"ISIA1996UV12200027",NA,NA
"11403",1996,"ISIA1996BJ32J00127",NA,NA
"11404",1996,"ISIA1996TH43800009","Rsaurio","rejected off topic"
"11405",1996,"ISIA1996WJ17000004",NA,NA
"11406",1996,"ISIA1996UY29600004",NA,NA
"11407",1996,"ISIA1996VR77700002",NA,NA
"11408",1996,"ISI000208522300013",NA,NA
"11409",1995,"ISIA1995TK38900008",NA,NA
"11410",1996,"ISIA1996UH87800008",NA,NA
"11411",1995,"ISIA1995UB76200001",NA,NA
"11412",1995,"ISIA1995TN02200011",NA,NA
"11413",1995,"ISIA1995TT20400018",NA,NA
"11414",1995,"ISIA1995TL79500029",NA,NA
"11415",1995,"ISIA1995TM97500007",NA,NA
"11416",1995,"ISIA1995TF96700018",NA,NA
"11417",1995,"ISIA1995TF96700051",NA,NA
"11418",1995,"ISIA1995TN24600002",NA,NA
"11419",1995,"ISIA1995TM12000016",NA,NA
"11420",1995,"ISIA1995TL74600017",NA,NA
"11421",1995,"ISIA1995TM30000015",NA,NA
"11422",1995,"ISIA1995TJ98600003","Rsaurio","rejected off topic"
"11423",1995,"ISIA1995TK87600005",NA,NA
"11424",1995,"ISIA1995TN11000012",NA,NA
"11425",1995,"ISIA1995TP22100010",NA,NA
"11426",1995,"ISIA1995TH94400002",NA,NA
"11427",1995,"ISIA1995TT01000002",NA,NA
"11428",1995,"ISIA1995TL00500002",NA,NA
"11429",1995,"ISIA1995RM96000001",NA,NA
"11430",1995,"ISIA1995TJ43900009",NA,NA
"11431",1995,"ISIA1995TF10200013",NA,NA
"11432",1995,"ISIA1995TL52900003",NA,NA
"11433",1995,"ISIA1995RZ63600003",NA,NA
"11434",1995,"ISIA1995TK27600004",NA,NA
"11435",1995,"ISIA1995RZ00300001","Rsaurio","rejected off topic"
"11436",1995,"ISIA1995TG22600011",NA,NA
"11437",1995,"ISIA1995RV56500019",NA,NA
"11438",1995,"ISIA1995TC33500011",NA,NA
"11439",1995,"ISIA1995TD43700015",NA,NA
"11440",1995,"ISIA1995TD27200008",NA,NA
"11441",1995,"ISIA1995RW68600006",NA,NA
"11442",1995,"ISIA1995TK12900007",NA,NA
"11443",1995,"ISIA1995RX13600012",NA,NA
"11444",1995,"ISIA1995RX13600013",NA,NA
"11445",1995,"ISIA1995RX13600016",NA,NA
"11446",1995,"ISIA1995TH24100003",NA,NA
"11447",1995,"ISIA1995TB64600006",NA,NA
"11448",1997,"ISIA1997XT91400010",NA,NA
"11449",1995,"ISIA1995RQ79200055",NA,NA
"11450",1995,"ISIA1995RQ79200075",NA,NA
"11451",1995,"ISIA1995TL75100014",NA,NA
"11452",1995,"ISIA1995RZ32900004",NA,NA
"11453",1995,"ISIA1995UC46400015",NA,NA
"11454",1995,"ISIA1995TB05000012",NA,NA
"11455",1995,"ISIA1995RV50100009",NA,NA
"11456",1995,"ISIA1995TA98500008",NA,NA
"11457",1995,"ISIA1995RU20600010",NA,NA
"11458",1995,"ISIA1995RU20600011",NA,NA
"11459",1995,"ISIA1995RR31500010",NA,NA
"11460",1997,"ISIA1997XM44300012",NA,NA
"11461",1995,"ISIA1995TL82800017",NA,NA
"11462",1995,"ISIA1995RN59800013",NA,NA
"11463",1995,"ISIA1995RT39300008",NA,NA
"11464",1995,"ISIA1995RU82100014",NA,NA
"11465",1995,"ISIA1995RT23400008","Rsaurio","rejected off topic"
"11466",1995,"ISIA1995RN78300006",NA,NA
"11467",1995,"ISIA1995RU41900002",NA,NA
"11468",1995,"ISIA1995RM19000019",NA,NA
"11469",1995,"ISIA1995RA08800004",NA,NA
"11470",1995,"ISIA1995TA43700031",NA,NA
"11471",1995,"ISIA1995RL13200005",NA,NA
"11472",1995,"ISIA1995RG29100007","Rsaurio","rejected off topic"
"11473",1995,"ISIA1995RR59800002",NA,NA
"11474",1995,"ISIA1995RK43200025",NA,NA
"11475",1995,"ISIA1995RQ34100018",NA,NA
"11476",1995,"ISIA1995RD47300012",NA,NA
"11477",1995,"ISIA1995RJ29400012",NA,NA
"11478",1995,"ISIA1995RD59300010",NA,NA
"11479",1995,"ISIA1995RM17000001",NA,NA
"11480",1995,"ISIA1995RZ31900003",NA,NA
"11481",1997,"ISIA1997XY17200018",NA,NA
"11482",1995,"ISIA1995RD05100012",NA,NA
"11483",1995,"ISIA1995RG21500006",NA,NA
"11484",1995,"ISIA1995RC56600008",NA,NA
"11485",1995,"ISIA1995RC66100007",NA,NA
"11486",1997,"ISIA1997XP75900014",NA,NA
"11487",1997,"ISIA1997XG73300009",NA,NA
"11488",1995,"ISIA1995RA19100048",NA,NA
"11489",1997,"ISIA1997XQ00700007",NA,NA
"11490",1997,"ISIA1997XQ00700006",NA,NA
"11491",1997,"ISIA1997XM88600025",NA,NA
"11492",1997,"ISIA1997XG62500041",NA,NA
"11493",1997,"ISIA1997XJ88300026",NA,NA
"11494",1997,"ISIA1997XL05200021",NA,NA
"11495",1997,"ISIA1997XG76100015",NA,NA
"11496",1997,"ISI000074796800012",NA,NA
"11497",1997,"ISI000074796800019",NA,NA
"11498",1997,"ISI000074796800021",NA,NA
"11499",1996,"ISIA1996VY24500002",NA,NA
"11500",1996,"ISIA1996WA40000009",NA,NA
"11501",1996,"ISIA1996VQ73600023",NA,NA
"11502",1996,"ISIA1996VT91400012",NA,NA
"11503",1996,"ISIA1996VR53700015",NA,NA
"11504",1996,"ISIA1996VC18900009",NA,NA
"11505",1996,"ISIA1996VC47700215",NA,NA
"11506",1996,"ISIA1996UX28700020",NA,NA
"11507",1996,"ISIA1996VB34300016",NA,NA
"11508",1996,"ISI000169572500002",NA,NA
"11509",1996,"ISI000169572500004",NA,NA
"11510",1996,"ISIA1996UZ18200006",NA,NA
"11511",1996,"ISIA1996UV99000018",NA,NA
"11512",1996,"ISIA1996UU85300016",NA,NA
"11513",1996,"ISIA1996UP93200017",NA,NA
"11514",1996,"ISIA1996UQ21500014",NA,NA
"11515",1996,"ISIA1996UP14800003",NA,NA
"11516",1996,"ISIA1996UP38800023",NA,NA
"11517",1996,"ISIA1996UE09700038",NA,NA
"11518",1996,"ISIA1996UA80500018",NA,NA
"11519",1996,"ISIA1996XX13900053",NA,NA
"11520",1996,"ISIA1996UA98700017",NA,NA
"11521",1996,"ISIA1996UB35500015",NA,NA
"11522",1996,"ISIA1996UR85400001",NA,NA
"11523",1996,"ISIA1996UD06000015",NA,NA
"11524",1996,"ISIA1996WQ81100002",NA,NA
"11525",1996,"ISIA1996TZ81800016",NA,NA
"11526",1996,"ISIA1996TZ81800017",NA,NA
"11527",1996,"ISIA1996BF66H00002",NA,NA
"11528",1996,"ISIA1996BF66H00007",NA,NA
"11529",1996,"ISIA1996BF66H00018",NA,NA
"11530",1996,"ISIA1996BF66H00019",NA,NA
"11531",1996,"ISIA1996BF66H00020",NA,NA
"11532",1996,"ISI000169571500001",NA,NA
"11533",1996,"ISIA1996TM78900001",NA,NA
"11534",1995,"ISIA1995RW68500010",NA,NA
"11535",1995,"ISIA1995RR25100017",NA,NA
"11536",1995,"ISIA1995RN47200042",NA,NA
"11537",1995,"ISIA1995RF00600008",NA,NA
"11538",1995,"ISIA1995RC18800032",NA,NA
"11539",1995,"ISIA1995RG39100015",NA,NA
"11540",1995,"ISIA1995RL93000030",NA,NA
"11541",1995,"ISIA1995RG93900004",NA,NA
"11542",1995,"ISIA1995RW73400012",NA,NA
"11543",2010,"AY0000000000000005",NA,NA
"11544",2000,"AY0000000000000007",NA,NA
"11545",2020,"AY0000000000000008","Rsaurio","rejected off topic"
"11546",2007,"AY0000000000000014",NA,NA
"11547",2015,"AY0000000000000015",NA,NA
"11548",2014,"AY0000000000000016","Rsaurio","rejected off topic"
"11549",2017,"AY0000000000000020",NA,NA
"11550",2013,"AY0000000000000022","Rsaurio","included in review"
"11551",2013,"AY0000000000000024",NA,NA
"11552",2015,"AY0000000000000027",NA,NA
"11553",2015,"AY0000000000000028",NA,NA
"11554",2013,"AY0000000000000030",NA,NA
"11555",2017,"AY0000000000000031",NA,NA
"11556",2019,"AY0000000000000032",NA,NA
"11557",2015,"AY0000000000000033",NA,NA
"11558",2006,"AY0000000000000035",NA,NA
"11559",2005,"AY0000000000000036",NA,NA
"11560",2014,"AY0000000000000037",NA,NA
"11561",2019,"AY0000000000000039",NA,NA
"11562",2015,"AY0000000000000041",NA,NA
"11563",2008,"AY0000000000000042",NA,NA
"11564",2015,"AY0000000000000043",NA,NA
"11565",2010,"AY0000000000000044",NA,NA
"11566",2009,"AY0000000000000045",NA,NA
"11567",2010,"AY0000000000000046",NA,NA
"11568",2016,"AY0000000000000048","Rsaurio","rejected off topic"
"11569",2013,"AY0000000000000049",NA,NA
"11570",2003,"AY0000000000000058",NA,NA
"11571",2012,"AY0000000000000059","Rsaurio","rejected off topic"
"11572",2011,"AY0000000000000060",NA,NA
"11573",2010,"AY0000000000000062",NA,NA
"11574",2016,"AY0000000000000065",NA,NA
"11575",2018,"AY0000000000000066",NA,NA
"11576",2018,"AY0000000000000068",NA,NA
"11577",2012,"AY0000000000000073",NA,NA
"11578",2012,"AY0000000000000074",NA,NA
"11579",2019,"AY0000000000000079",NA,NA
"11580",2015,"AY0000000000000080",NA,NA
"11581",2016,"AY0000000000000081",NA,NA
"11582",2018,"AY0000000000000082",NA,NA
"11583",2003,"AY0000000000000083",NA,NA
"11584",1991,"AY0000000000000084",NA,NA
"11585",2000,"AY0000000000000085",NA,NA
"11586",2010,"AY0000000000000086",NA,NA
"11587",1991,"AY0000000000000087",NA,NA
"11588",2018,"AY0000000000000088",NA,NA
"11589",2020,"ISI000527924900001","Rsaurio","rejected off topic (not related to taxon)"
"11590",2020,"ISI000501640800006","Rsaurio","included in review"
"11591",2020,"ISI000501192700003","Rsaurio","included in review"
"11592",2019,"ISI000482449400006","Rsaurio","included in review"
"11593",2019,"ISI000477805900013","Rsaurio","included in review"
"11594",2019,"ISI000459813500007","Rsaurio","rejected off topic"
"11595",2019,"ISI000453690200004","Rsaurio","rejected off topic"
"11596",1999,"ISI000083517700002","Rsaurio",NA
"11597",2018,"ISI000454578400009","Rsaurio","rejected off topic"
"11598",2018,"ISI000448856300001","Rsaurio","included in review"
"11599",2018,"ISI000427246300005","Rsaurio","included in review"
"11600",NA,"ISI000454644400011",NA,NA
"11601",2018,"ISI000426506100003","Rsaurio","included in review"
"11602",2018,"ISI000432034200012",NA,NA
"11603",2017,"ISI000418999900019","Rsaurio","included in review"
"11604",2017,"ISI000414077300007","Rsaurio","included in review"
"11605",2017,"ISI000412620100029","Rsaurio","included in review"
"11606",2017,"ISI000406323100041","Rsaurio","included in review"
"11607",2017,"ISI000404777100016","Rsaurio","rejected off topic (not related to taxon)"
"11608",2017,"ISI000399810100018","Rsaurio","included in review"
"11609",2017,"ISI000393050700015","Rsaurio","rejected off topic"
"11610",NA,"ISI000454644400013",NA,NA
"11611",NA,"ISI000454644400022",NA,NA
"11612",NA,"ISI000443669200003",NA,NA
"11613",NA,"ISI000447103900001",NA,NA
"11614",NA,"ISI000426325300026",NA,NA
"11615",2017,"ISI000397995100002",NA,NA
"11616",2016,"ISI000389636800019",NA,NA
"11617",2016,"ISI000384873700024","Rsaurio","included in review"
"11618",2016,"ISI000381431100006","Rsaurio","included in review"
"11619",NA,"ISI000428845900003",NA,NA
"11620",NA,"ISI000426230900032",NA,NA
"11621",NA,"ISI000427443800001",NA,NA
"11622",NA,"ISI000226625600005",NA,NA
"11623",2016,"ISI000374128700003","Rsaurio","rejected off topic"
"11624",2016,"ISI000375174700001","Rsaurio","rejected off topic"
"11625",2016,"ISI000370197400001","Rsaurio","rejected off topic"
"11626",2016,"ISI000374258900003","Rsaurio","included in review"
"11627",2015,"ISI000354289100008","Rsaurio","included in review"
"11628",2016,"ISI000370066200022","Rsaurio","included in review"
"11629",2016,"ISI000370137100001","Rsaurio","rejected off topic"
"11630",2016,"ISI000367964500003","Rsaurio","rejected off topic"
"11631",2007,"ISI000250297300006","Rsaurio","included in review"
"11632",2015,"ISI000368340000010","Rsaurio","rejected off topic"
"11633",2015,"ISI000367457200007","Rsaurio","rejected off topic"
"11634",2015,"ISI000355247400008","Rsaurio","rejected off topic"
"11635",2015,"ISI000350353200001","Rsaurio","included in review"
"11636",2015,"ISI000349122100041","Rsaurio",NA
"11637",2015,"ISI000358663200006",NA,NA
"11638",2014,"ISI000347141900020","Rsaurio","included in review"
"11639",1986,"ISIA1986AXZ1800037",NA,NA
"11640",NA,"ISIA1986AYJ6600025",NA,NA
"11641",2014,"ISI000343865300008","Rsaurio","included in review"
"11642",2014,"ISI000339831300013","Rsaurio","included in review"
"11643",2014,"ISI000451731800012",NA,NA
"11644",2014,"ISI000343187200020","Rsaurio","included in review"
"11645",NA,"ISI000337765700023",NA,NA
"11646",2014,"ISI000330907800009","Rsaurio","included in review"
"11647",2014,"ISI000330618700015","Rsaurio","included in review"
"11648",2014,"ISI000332380200006",NA,NA
"11649",2014,"ISI000351581500004",NA,NA
"11650",2013,"ISI000330162100016","Rsaurio","included in review"
"11651",2013,"ISI000329011800011",NA,NA
"11652",2013,"ISI000328804300017","Rsaurio","included in review"
"11653",NA,"ISI000432815400004",NA,NA
"11654",2013,"ISI000324633900016","Rsaurio",NA
"11655",2013,"ISI000324930600021","Rsaurio","included in review"
"11656",2012,"ISI000310586100012","Rsaurio","included in review"
"11657",2012,"ISI000312089400007","Rsaurio","included in review"
"11658",2012,"ISI000302840100012",NA,NA
"11659",2012,"ISI000299660900007","Rsaurio","rejected off topic"
"11660",2011,"ISI000298076300024","Rsaurio","included in review"
"11661",2005,"ISI000230265900008","Rsaurio",NA
"11662",2011,"ISI000285419500001","Rsaurio",NA
"11663",2010,"ISI000284038500028","Rsaurio","included in review"
"11664",2010,"ISI000280861500001","Rsaurio","rejected off topic"
"11665",2010,"ISI000280457500009","Rsaurio","included in review"
"11666",2005,"ISI000232500900001","Rsaurio","included in review"
"11667",2010,"ISI000274354200016","Rsaurio","included in review"
"11668",2010,"ISI000274851300008",NA,NA
"11669",2009,"ISI000208353800001","Rsaurio","included in review"
"11670",2009,"ISI000273100500002","Rsaurio","included in review"
"11671",2008,"ISI000259364600003","Rsaurio","rejected off topic"
"11672",2007,"ISI000244274900010","Rsaurio",NA
"11673",2007,"ISI000258501200008",NA,NA
"11674",2007,"ISI000244179000012","Rsaurio","included in review"
"11675",2006,"ISI000235693400012","Rsaurio","included in review"
"11676",2005,"ISI000290114101067",NA,NA
"11677",2003,"ISI000183972600001","Rsaurio",NA
"11678",2001,"ISI000169881400012","Rsaurio","included in review"
"11679",2000,"ISI000165957200012",NA,NA
"11680",1999,"ISI000081368200003",NA,NA
"11681",1999,"ISI000082154300008","Rsaurio",NA
"11682",1991,"ISIA1991FM72400001","Rsaurio","rejected off topic"
"11683",2018,"ISI000429320000006","Rsaurio","rejected off topic"
"11684",2013,"ISI000315033000005","Rsaurio","rejected off topic (not related to taxon)"
"11685",2018,"ISI000434053500010","Rsaurio","included in review"
"11686",2012,"ISI000308240400030","Rsaurio","rejected off topic"
"11687",NA,"ISI000507223000001",NA,NA
"11688",2019,"ISI000462130200007","Rsaurio","rejected off topic"
"11689",2018,"ISI000433601300004","Rsaurio","rejected off topic"
"11690",2019,"ISI000453889700008","Rsaurio","included in review"
"11691",2018,"ISI000432034200007","Rsaurio","rejected overview"
"11692",2017,"ISI000409319400006","Rsaurio","included in review"
"11693",2017,"ISI000408449700003","Rsaurio","included in review"
"11694",2016,"ISI000367117400022","Rsaurio",NA
"11695",2016,"ISI000393199400011","Rsaurio","included in review"
"11696",2016,"ISI000367399900019","Rsaurio","included in review"
"11697",2015,"ISI000359730800016","Rsaurio","rejected off topic"
"11698",2015,"ISI000357965100003",NA,NA
"11699",2015,"ISI000357622700011","Rsaurio","included in review"
"11700",2015,"ISI000353007200004","Rsaurio","included in review"
"11701",2014,"ISI000340223500011","Rsaurio","included in review"
"11702",2014,"ISI000337615500007",NA,NA
"11703",2019,"ISI000471266100039",NA,NA
"11704",2014,"ISI000336874100016","Rsaurio","included in review"
"11705",2013,"ISI000328804300049","Rsaurio","rejected off topic"
"11706",2012,"ISI000306208300011","Rsaurio","included in review"
"11707",2019,"ISI000461299900009",NA,NA
"11708",2006,"ISI000239798200014","Rsaurio","rejected off topic (not related to taxon)"
"11709",2006,"ISI000240660000003",NA,NA
"11710",2005,"ISI000230459800015",NA,NA
"11711",2004,"ISI000230319200045",NA,NA
"11712",2000,"ISI000086795100014",NA,NA
"11713",2018,"ISI000437067200008",NA,NA
"11714",2018,"ISI000426537000001",NA,NA
"11715",2017,"ISI000409124100010",NA,NA
"11716",2015,"ISI000353780900035",NA,NA
"11717",2004,"ISI000225303200009",NA,NA
"11718",2014,"ISI000332412400024",NA,NA
"11719",2014,"ISI000342724900004",NA,NA
"11720",2011,"ISI000286956400002",NA,NA
"11721",2010,"ISI000280679500017",NA,NA
"11722",2007,"ISI000245389800028",NA,NA
"11723",2006,"ISI000242128500003","Rsaurio","rejected off topic"
"11724",2006,"ISI000234771200023",NA,NA
"11725",2004,"ISI000224840300011",NA,NA
"11726",2000,"ISI000085919300030",NA,NA
"11727",2004,"ISI000225846800026","Rsaurio","rejected off topic"
"11728",2020,"ISI000513680200001","Rsaurio","rejected off topic"
"11729",2020,"ISI000488631800001","Rsaurio","rejected off topic"
"11730",2018,"ISI000440206600007",NA,NA
"11731",2019,"ISI000473650400031",NA,NA
"11732",2018,"ISI000427901500027",NA,NA
"11733",2018,"ISI000442481000002",NA,NA
"11734",2017,"ISI000418499300001",NA,NA
"11735",2017,"ISI000411713000012",NA,NA
"11736",NA,"ISI000426517200011",NA,NA
"11737",2017,"ISI000402172900011",NA,NA
"11738",2017,"ISI000396909800031",NA,NA
"11739",2017,"ISI000417435900028",NA,NA
"11740",2017,"ISI000424895400146",NA,NA
"11741",NA,"ISI000439040400002",NA,NA
"11742",NA,"ISI000399514500002",NA,NA
"11743",2016,"ISI000387482700030",NA,NA
"11744",2015,"ISI000347789300009",NA,NA
"11745",2015,"ISI000388438500041",NA,NA
"11746",2015,"ISI000356204700003",NA,NA
"11747",2013,"ISI000312435500006",NA,NA
"11748",2013,"ISI000214849800067",NA,NA
"11749",2012,"ISI000311566200008",NA,NA
"11750",NA,"ISI000399353500033",NA,NA
"11751",2011,"ISI000209214700010",NA,NA
"11752",2010,"ISI000420915700003",NA,NA
"11753",2009,"ISI000266465200010",NA,NA
"11754",2011,"ISI000304583500005",NA,NA
"11755",2006,"ISI000239978900013",NA,NA
"11756",2006,"ISI000237512000002",NA,NA
"11757",2005,"ISI000232872700037",NA,NA
"11758",2005,"ISI000227045000010",NA,NA
"11759",2004,"ISI000227982600026",NA,NA
"11760",2003,"ISI000188120600004",NA,NA
"11761",2001,"ISI000172481300001",NA,NA
"11762",2001,"ISI000170262400012","Rsaurio","rejected off topic"
"11763",2001,"ISI000177889200001",NA,NA
"11764",2000,"ISI000209016000006",NA,NA
"11765",1999,"ISI000085395800002",NA,NA
"11766",1999,"ISI000081987800007",NA,NA
"11767",1999,"ISI000078244500014",NA,NA
"11768",2020,"ISI000480861700001",NA,NA
"11769",2008,"ISI000255990700005",NA,NA
"11770",2019,"ISI000462022300138",NA,NA
"11771",2019,"ISI000466412800007",NA,NA
"11772",2018,"ISI000438676200002",NA,NA
"11773",2018,"ISI000432429700004",NA,NA
"11774",2018,"ISI000433138600001",NA,NA
"11775",2017,"ISI000423041600002",NA,NA
"11776",NA,"ISI000402070000001",NA,NA
"11777",2017,"ISI000396055900001",NA,NA
"11778",2017,"ISI000396908100001",NA,NA
"11779",2016,"ISI000413932400004",NA,NA
"11780",2012,"ISI000306586800062",NA,NA
"11781",2016,"ISI000413932400002",NA,NA
"11782",2015,"ISI000367255700007",NA,NA
"11783",2016,"ISI000369528200036",NA,NA
"11784",2015,"ISI000362731800003",NA,NA
"11785",2015,"ISI000360202300006","Rsaurio","rejected off topic"
"11786",2005,"ISI000233256500013","Rsaurio","rejected off topic"
"11787",2015,"ISI000385626300004","Rsaurio","rejected off topic"
"11788",2014,"ISI000215293500006",NA,NA
"11789",2013,"ISI000339619500001",NA,NA
"11790",2014,"ISI000344054800003",NA,NA
"11791",2013,"ISI000314535600077",NA,NA
"11792",2011,"ISI000290771700003",NA,NA
"11793",2012,"ISI000212612600003",NA,NA
"11794",NA,"ISI000451009000029",NA,NA
"11795",NA,"ISI000446603900011",NA,NA
"11796",NA,"ISI000357795800011",NA,NA
"11797",2009,"ISI000264956100010",NA,NA
"11798",2010,"ISI000272866500014",NA,NA
"11799",2008,"ISI000256158100014","Rsaurio","included in review"
"11800",2007,"ISI000252387600001",NA,NA
"11801",NA,"ISI000452360600025",NA,NA
"11802",2007,"ISI000255991900066",NA,NA
"11803",2006,"ISI000239112600014",NA,NA
"11804",2007,"ISI000248300300022",NA,NA
"11805",NA,"ISI000433346500012",NA,NA
"11806",2006,"ISI000238205600015",NA,NA
"11807",2004,"ISI000221425000017",NA,NA
"11808",2003,"ISI000182622800005",NA,NA
"11809",2000,"ISI000088246100077",NA,NA
"11810",2001,"ISI000169226000018",NA,NA
"11811",2019,"ISI000489906000001",NA,NA
"11812",2019,"ISI000487430100003",NA,NA
"11813",2020,"ISI000527365800015",NA,NA
"11814",2019,"ISI000467327300015",NA,NA
"11815",1985,"ISIA1985AEH1100001",NA,NA
"11816",2018,"ISI000435834300002","Rsaurio","rejected off topic"
"11817",2018,"ISI000427567400001",NA,NA
"11818",2018,"ISI000447638200036",NA,NA
"11819",2018,"ISI000424099300006","Rsaurio","rejected off topic"
"11820",2017,"ISI000400048500008","Rsaurio","rejected off topic"
"11821",2016,"ISI000381502700004",NA,NA
"11822",2014,"ISI000338095200011","Rsaurio","rejected off topic"
"11823",2016,"ISI000373372100004",NA,NA
"11824",2015,"ISI000364228500003","Rsaurio","included in review"
"11825",2015,"ISI000372517600009",NA,NA
"11826",2014,"ISI000336521400005",NA,NA
"11827",2013,"ISI000323622600004",NA,NA
"11828",2012,"ISI000306358200034",NA,NA
"11829",2008,"ISI000260732000001","Rsaurio","rejected off topic"
"11830",2011,"ISI000289333100003",NA,NA
"11831",2010,"ISI000281631300008",NA,NA
"11832",2010,"ISI000278836600017",NA,NA
"11833",2010,"ISI000285201900004",NA,NA
"11834",2008,"ISI000256158100008",NA,NA
"11835",2008,"ISI000256158100010",NA,NA
"11836",2007,"ISI000244553500003","Rsaurio","rejected off topic (not related to project)"
"11837",2005,"ISI000230998800001",NA,NA
"11838",2007,"ISI000252113600009","Rsaurio","rejected off topic (not related to project)"
"11839",2006,"ISI000238436300012",NA,NA
"11840",2006,"ISI000235248000016",NA,NA
"11841",2007,"ISI000247322000010","Rsaurio","included in review"
"11842",1948,"ISIA1948XV94700004",NA,NA
"11843",1991,"ISIA1991FH41100015",NA,NA
"11844",2016,"ISI000385748500018","Rsaurio","rejected off topic (not related to taxon)"
"11845",2020,"ISI000520138500024",NA,NA
"11846",2013,"ISI000328204300003",NA,NA
"11847",2010,"ISI000287291900013","Rsaurio","rejected off topic"
"11848",1997,"ISI000072684300006",NA,NA
"11849",2020,"ISI000515354000032",NA,NA
"11850",2019,"ISI000474452100012","Rsaurio","rejected off topic"
"11851",2016,"ISI000384147300001",NA,NA
"11852",2016,"ISI000407837800008","Rsaurio","rejected off topic"
"11853",2019,"ISI000461467100010",NA,NA
"11854",2013,"ISI000316366700002",NA,NA
"11855",2010,"ISI000274941600012","Rsaurio","rejected off topic"
"11856",2015,"ISI000368472400016",NA,NA
"11857",2019,"ISI000461589300002",NA,NA
"11858",2016,"ISI000368846500001",NA,NA
"11859",2007,"ISI000246622600006",NA,NA
"11860",2015,"ISI000351605100001","Rsaurio","rejected off topic"
"11861",2014,"ISI000347395300006","Rsaurio","rejected off topic"
"11862",2014,"ISI000347644000010","Rsaurio","included in review"
"11863",2008,"ISI000254360200007",NA,NA
"11864",2016,"ISI000383173800013",NA,NA
"11865",2016,"ISI000369237800015",NA,NA
"11866",2013,"ISI000315652100019",NA,NA
"11867",2019,"ISI000493391100008",NA,NA
"11868",2017,"ISI000419347000009",NA,NA
"11869",2016,"ISI000375003800006",NA,NA
"11870",2018,"ISI000437216600027",NA,NA
"11871",NA,"ISI000224421500017",NA,NA
"11872",2015,"ISI000356567500082",NA,NA
"11873",2012,"ISI000300392700024",NA,NA
"11874",2008,"ISI000260227100025","Rsaurio","rejected off topic"
"11875",NA,"ISIA1995TA95800007",NA,NA
"11876",1995,"ISIA1995QY99400006",NA,NA
