"","ref_id","scientific_name","individuals","reviewed_by","reviewed_date"
"1","AY0000000000000042","Psittacus erithacus",NA,"Ada Sanchez",2020-10-28 22:34:12
"2","AY0000000000000042","Cacatua moluccensis",NA,"Ada Sanchez",2020-10-28 22:34:13
"3","AY0000000000000042","Eclectus roratus",NA,"Ada Sanchez",2020-10-28 22:34:13
"4","AY0000000000000030","Anodorhynchus hyacinthinus",NA,"Ada Sanchez",2020-10-28 22:34:13
"5","AY0000000000000030","Anodorhynchus leari",NA,"Ada Sanchez",2020-10-28 22:34:13
"6","AY0000000000000030","Ara ararauna",NA,"Ada Sanchez",2020-10-28 22:34:13
"7","AY0000000000000030","Ara macao",NA,"Ada Sanchez",2020-10-28 22:34:13
"8","AY0000000000000030","Ara chloropterus",NA,"Ada Sanchez",2020-10-28 22:34:13
"9","AY0000000000000030","Ara severus",NA,"Ada Sanchez",2020-10-28 22:34:13
"10","AY0000000000000030","Psittacus erithacus",NA,"Ada Sanchez",2020-10-28 22:34:13
"11","AY0000000000000030","Primolius maracana",NA,"Ada Sanchez",2020-10-28 22:34:14
"12","AY0000000000000030","Diopsittaca nobilis",NA,"Ada Sanchez",2020-10-28 22:34:14
"13","AY0000000000000030","Guaruba guarouba",NA,"Ada Sanchez",2020-10-28 22:34:14
"14","AY0000000000000030","Psittacara leucophthalmus",NA,"Ada Sanchez",2020-10-28 22:34:14
"15","AY0000000000000030","Aratinga auricapillus",NA,"Ada Sanchez",2020-10-28 22:34:14
"16","AY0000000000000030","Aratinga jandaya",NA,"Ada Sanchez",2020-10-28 22:34:14
"17","AY0000000000000030","Aratinga solstitialis",NA,"Ada Sanchez",2020-10-28 22:34:14
"18","AY0000000000000030","Eupsittula aurea",NA,"Ada Sanchez",2020-10-28 22:34:14
"19","AY0000000000000030","Eupsittula cactorum",NA,"Ada Sanchez",2020-10-28 22:34:14
"20","AY0000000000000030","Pyrrhura frontalis",NA,"Ada Sanchez",2020-10-28 22:34:14
"21","AY0000000000000030","Pyrrhura molinae",NA,"Ada Sanchez",2020-10-28 22:34:14
"22","AY0000000000000030","Pyrrhura griseipectus",NA,"Ada Sanchez",2020-10-28 22:34:14
"23","AY0000000000000030","Myiopsitta monachus",NA,"Ada Sanchez",2020-10-28 22:34:14
"24","AY0000000000000030","Forpus xanthopterygius",NA,"Ada Sanchez",2020-10-28 22:34:14
"25","AY0000000000000030","Brotogeris tirica",NA,"Ada Sanchez",2020-10-28 22:34:14
"26","AY0000000000000030","Brotogeris versicolurus",NA,"Ada Sanchez",2020-10-28 22:34:14
"27","AY0000000000000030","Brotogeris chiriri",NA,"Ada Sanchez",2020-10-28 22:34:14
"28","AY0000000000000030","Brotogeris chrysoptera",NA,"Ada Sanchez",2020-10-28 22:34:15
"29","AY0000000000000030","Brotogeris sanctithomae",NA,"Ada Sanchez",2020-10-28 22:34:15
"30","AY0000000000000030","Pionites melanocephalus",NA,"Ada Sanchez",2020-10-28 22:34:15
"31","AY0000000000000030","Pionites leucogaster",NA,"Ada Sanchez",2020-10-28 22:34:15
"32","AY0000000000000030","Pyrilia vulturina",NA,"Ada Sanchez",2020-10-28 22:34:15
"33","AY0000000000000030","Pionopsitta pileata",NA,"Ada Sanchez",2020-10-28 22:34:15
"34","AY0000000000000030","Graydidascalus brachyurus",NA,"Ada Sanchez",2020-10-28 22:34:15
"35","AY0000000000000030","Alipiopsitta xanthops",NA,"Ada Sanchez",2020-10-28 22:34:15
"36","AY0000000000000030","Pionus menstruus",NA,"Ada Sanchez",2020-10-28 22:34:15
"37","AY0000000000000030","Pionus maximiliani",NA,"Ada Sanchez",2020-10-28 22:34:15
"38","AY0000000000000030","Pionus fuscus",NA,"Ada Sanchez",2020-10-28 22:34:15
"39","AY0000000000000030","Amazona festiva",NA,"Ada Sanchez",2020-10-28 22:34:15
"40","AY0000000000000030","Amazona vinacea",NA,"Ada Sanchez",2020-10-28 22:34:15
"41","AY0000000000000030","Amazona pretrei",NA,"Ada Sanchez",2020-10-28 22:34:15
"42","AY0000000000000030","Amazona farinosa",NA,"Ada Sanchez",2020-10-28 22:34:15
"43","AY0000000000000030","Amazona brasiliensis",NA,"Ada Sanchez",2020-10-28 22:34:15
"44","AY0000000000000030","Amazona amazonica",NA,"Ada Sanchez",2020-10-28 22:34:15
"45","AY0000000000000030","Amazona rhodocorytha",NA,"Ada Sanchez",2020-10-28 22:34:15
"46","AY0000000000000030","Amazona ochrocephala",NA,"Ada Sanchez",2020-10-28 22:34:16
"47","AY0000000000000030","Amazona aestiva",NA,"Ada Sanchez",2020-10-28 22:34:16
"48","ISI000368727700008","Psittacus erithacus",NA,"Ada Sanchez",2020-10-28 22:34:16
"49","AY0000000000000084","Poicephalus meyeri",NA,"Ada Sanchez",2020-10-28 22:34:16
"50","AY0000000000000084","Agapornis fischeri",NA,"Ada Sanchez",2020-10-28 22:34:16
"51","AY0000000000000084","Poicephalus rufiventris",NA,"Ada Sanchez",2020-10-28 22:34:16
"52","AY0000000000000084","Agapornis personatus",NA,"Ada Sanchez",2020-10-28 22:34:16
"53","AY0000000000000084","Poicephalus cryptoxanthus",NA,"Ada Sanchez",2020-10-28 22:34:16
"54","AY0000000000000084","Poicephalus gulielmi",NA,"Ada Sanchez",2020-10-28 22:34:16
"55","AY0000000000000084","Agapornis pullarius",NA,"Ada Sanchez",2020-10-28 22:34:16
"56","AY0000000000000084","Agapornis canus",NA,"Ada Sanchez",2020-10-28 22:34:16
"57","AY0000000000000084","Poicephalus senegalus",NA,"Ada Sanchez",2020-10-28 22:34:16
"58","AY0000000000000084","Poicephalus robustus",NA,"Ada Sanchez",2020-10-28 22:34:16
"59","AY0000000000000084","Agapornis roseicollis",NA,"Ada Sanchez",2020-10-28 22:34:16
"60","AY0000000000000084","Psittacula alexandri",NA,"Ada Sanchez",2020-10-28 22:34:16
"61","AY0000000000000084","Polytelis alexandrae",NA,"Ada Sanchez",2020-10-28 22:34:16
"62","AY0000000000000084","Eos bornea",NA,"Ada Sanchez",2020-10-28 22:34:16
"63","AY0000000000000084","Trichoglossus haematodus",NA,"Ada Sanchez",2020-10-28 22:34:17
"64","AY0000000000000084","Psittacus erithacus",NA,"Ada Sanchez",2020-10-28 22:34:17
"65","ISI000278836600017","Eunymphicus uvaeensis",NA,"Ada Sanchez",2020-10-28 22:34:17
"66","ISI000409500700003","Tanygnathus lucionensis",NA,"Ada Sanchez",2020-10-28 22:34:17
"67","AY0000000000000088","Cacatua goffiniana",NA,"Ada Sanchez",2020-10-28 22:34:17
"68","AY0000000000000088","Cacatua moluccensis",NA,"Ada Sanchez",2020-10-28 22:34:17
"69","AY0000000000000088","Cacatua sulphurea",NA,"Ada Sanchez",2020-10-28 22:34:17
"70","AY0000000000000088","Probosciger aterrimus",NA,"Ada Sanchez",2020-10-28 22:34:17
"71","AY0000000000000088","Eos histrio",NA,"Ada Sanchez",2020-10-28 22:34:17
"72","ISI000244553500003","Amazona vinacea",NA,"Ada Sanchez",2020-10-28 22:34:17
"73","ISI000300392700024","Ara ararauna",NA,"Ada Sanchez",2020-10-28 22:34:17
"74","ISI000300392700024","Lorius lory",NA,"Ada Sanchez",2020-10-28 22:34:17
"75","ISI000300392700024","Pseudeos fuscata",NA,"Ada Sanchez",2020-10-28 22:34:17
"76","ISI000300392700024","Trichoglossus haematodus",NA,"Ada Sanchez",2020-10-28 22:34:17
"77","ISI000300392700024","Platycercus eximius",NA,"Ada Sanchez",2020-10-28 22:34:17
"78","ISI000300392700024","Pyrrhura rupicola",NA,"Ada Sanchez",2020-10-28 22:34:17
"79","ISI000300392700024","Cacatua alba",NA,"Ada Sanchez",2020-10-28 22:34:17
"80","ISI000300392700024","Cacatua galerita",NA,"Ada Sanchez",2020-10-28 22:34:17
"81","ISI000300392700024","Cacatua sulphurea",NA,"Ada Sanchez",2020-10-28 22:34:18
"82","ISI000274941600012","Nymphicus hollandicus",NA,"Ada Sanchez",2020-10-28 22:34:18
"83","ISI000274941600012","Amazona aestiva",NA,"Ada Sanchez",2020-10-28 22:34:18
"84","ISI000274941600012","Eupsittula cactorum",NA,"Ada Sanchez",2020-10-28 22:34:18
"85","ISI000274941600012","Melopsittacus undulatus",NA,"Ada Sanchez",2020-10-28 22:34:18
"86","ISI000274941600012","Forpus xanthopterygius",NA,"Ada Sanchez",2020-10-28 22:34:18
"87","ISI000427567400001","Amazona auropalliata",NA,"Ada Sanchez",2020-10-28 22:34:18
"88","ISI000360202300006","Brotogeris versicolurus",NA,"Ada Sanchez",2020-10-28 22:34:18
"89","ISI000360202300006","Forpus coelestis",NA,"Ada Sanchez",2020-10-28 22:34:18
"90","ISI000360202300006","Brotogeris cyanoptera",NA,"Ada Sanchez",2020-10-28 22:34:18
"91","ISI000360202300006","Psittacara erythrogenys",NA,"Ada Sanchez",2020-10-28 22:34:18
"92","ISI000360202300006","Brotogeris sanctithomae",NA,"Ada Sanchez",2020-10-28 22:34:19
"93","ISI000360202300006","Amazona amazonica",NA,"Ada Sanchez",2020-10-28 22:34:19
"94","ISI000360202300006","Psittacara leucophthalmus",NA,"Ada Sanchez",2020-10-28 22:34:19
"95","ISI000360202300006","Aratinga weddellii",NA,"Ada Sanchez",2020-10-28 22:34:19
"96","ISI000360202300006","Amazona festiva",NA,"Ada Sanchez",2020-10-28 22:34:19
"97","ISI000369528200036","Brotogeris versicolurus",NA,"Ada Sanchez",2020-10-28 22:34:19
"98","ISI000375003800006","Amazona aestiva",NA,"Ada Sanchez",2020-10-28 22:34:19
"99","ISI000375003800006","Amazona amazonica",NA,"Ada Sanchez",2020-10-28 22:34:19
"100","ISI000375003800006","Platycercus eximius",NA,"Ada Sanchez",2020-10-28 22:34:19
"101","ISI000375003800006","Guaruba guarouba",NA,"Ada Sanchez",2020-10-28 22:34:19
"102","ISI000515354000032","Amazona aestiva",NA,"Ada Sanchez",2020-10-28 22:34:19
"103","ISI000515354000032","Eupsittula cactorum",NA,"Ada Sanchez",2020-10-28 22:34:19
"104","ISI000177889200001","Brotogeris jugularis",48,"Ada Sanchez",2020-10-28 22:34:19
"105","ISI000177889200001","Eupsittula nana",16,"Ada Sanchez",2020-10-28 22:34:19
"106","ISI000177889200001","Amazona autumnalis",16,"Ada Sanchez",2020-10-28 22:34:19
"107","ISI000177889200001","Amazona albifrons",15,"Ada Sanchez",2020-10-28 22:34:19
"108","ISI000177889200001","Amazona auropalliata",14,"Ada Sanchez",2020-10-28 22:34:19
"109","ISI000177889200001","Amazona farinosa",7,"Ada Sanchez",2020-10-28 22:34:20
"110","ISI000177889200001","Touit costaricensis",5,"Ada Sanchez",2020-10-28 22:34:20
"111","ISI000177889200001","Bolborhynchus lineola",5,"Ada Sanchez",2020-10-28 22:34:20
"112","ISI000177889200001","Pionus senilis",4,"Ada Sanchez",2020-10-28 22:34:20
"113","ISI000177889200001","Ara macao",2,"Ada Sanchez",2020-10-28 22:34:20
"114","ISI000177889200001","Pyrilia haematotis",2,"Ada Sanchez",2020-10-28 22:34:20
"115","ISI000177889200001","Pyrrhura hoffmanni",2,"Ada Sanchez",2020-10-28 22:34:20
"116","ISI000177889200001","Pionus menstruus",2,"Ada Sanchez",2020-10-28 22:34:20
"117","ISI000314535600077","Ara ararauna",13,"Ada Sanchez",2020-10-28 22:34:20
"118","ISI000462022300138","Amazona aestiva",NA,"Ada Sanchez",2020-10-28 22:34:20
"119","ISI000462022300138","Amazona vinacea",NA,"Ada Sanchez",2020-10-28 22:34:20
"120","ISI000462022300138","Amazona pretrei",NA,"Ada Sanchez",2020-10-28 22:34:20
"121","ISI000412620100011","Amazona leucocephala",85,"Ada Sanchez",2020-10-28 22:34:20
"122","ISI000412620100011","Psittacara euops",37,"Ada Sanchez",2020-10-28 22:34:20
"123","ISI000288085200008","Ara militaris",8,"Ada Sanchez",2020-10-28 22:34:20
"124","ISI000288085200008","Psittacara erythrogenys",162,"Ada Sanchez",2020-10-28 22:34:20
"125","ISI000288085200008","Forpus xanthops",16,"Ada Sanchez",2020-10-28 22:34:20
"126","ISI000288085200008","Brotogeris pyrrhoptera",395,"Ada Sanchez",2020-10-28 22:34:21
"127","ISI000359730800014","Alipiopsitta xanthops",50,"Ada Sanchez",2020-10-28 22:34:21
"128","ISI000359730800014","Ara ararauna",3,"Ada Sanchez",2020-10-28 22:34:21
"129","ISI000359730800014","Amazona aestiva",4,"Ada Sanchez",2020-10-28 22:34:21
"130","ISI000359730800014","Amazona ochrocephala",4,"Ada Sanchez",2020-10-28 22:34:21
"131","ISI000396908100001","Poicephalus robustus",NA,"Ada Sanchez",2020-10-28 22:34:21
"132","ISI000185371200013","Ara ararauna",446,"Ada Sanchez",2020-10-28 22:34:21
"133","ISI000185371200013","Ara macao",60,"Ada Sanchez",2020-10-28 22:34:21
"134","ISI000185371200013","Ara severus",31,"Ada Sanchez",2020-10-28 22:34:22
"135","ISI000185371200013","Orthopsittaca manilatus",42,"Ada Sanchez",2020-10-28 22:34:22
"136","ISI000185371200013","Amazona amazonica",1050,"Ada Sanchez",2020-10-28 22:34:22
"137","ISI000185371200013","Amazona festiva",67,"Ada Sanchez",2020-10-28 22:34:22
"138","ISI000185371200013","Amazona ochrocephala",14,"Ada Sanchez",2020-10-28 22:34:22
"139","ISI000238205600015","Cacatua sulphurea",NA,"Ada Sanchez",2020-10-28 22:34:22
"140","AY0000000000000036","Deroptyus accipitrinus",NA,"Ada Sanchez",2020-10-28 22:34:22
"141","AY0000000000000036","Ara ararauna",NA,"Ada Sanchez",2020-10-28 22:34:22
"142","AY0000000000000036","Amazona dufresniana",NA,"Ada Sanchez",2020-10-28 22:34:22
"143","AY0000000000000036","Amazona ochrocephala",NA,"Ada Sanchez",2020-10-28 22:34:22
"144","AY0000000000000036","Amazona festiva",NA,"Ada Sanchez",2020-10-28 22:34:22
"145","AY0000000000000036","Amazona farinosa",NA,"Ada Sanchez",2020-10-28 22:34:22
"146","AY0000000000000036","Amazona amazonica",NA,"Ada Sanchez",2020-10-28 22:34:22
"147","AY0000000000000036","Pionites melanocephalus",NA,"Ada Sanchez",2020-10-28 22:34:23
"148","AY0000000000000036","Pionus fuscus",NA,"Ada Sanchez",2020-10-28 22:34:23
"149","AY0000000000000036","Diopsittaca nobilis",NA,"Ada Sanchez",2020-10-28 22:34:23
"150","AY0000000000000036","Orthopsittaca manilatus",NA,"Ada Sanchez",2020-10-28 22:34:23
"151","AY0000000000000036","Pionus menstruus",NA,"Ada Sanchez",2020-10-28 22:34:23
"152","AY0000000000000068","Poicephalus senegalus",NA,"Ada Sanchez",2020-10-28 22:34:23
"153","AY0000000000000002","Loriculus galgulus",NA,"Ada Sanchez",2020-10-28 22:34:23
"154","ISI000252387600001","Anodorhynchus hyacinthinus",10,"Ada Sanchez",2020-10-28 22:34:23
"155","ISI000252387600001","Anodorhynchus leari",2,"Ada Sanchez",2020-10-28 22:34:23
"156","ISI000252387600001","Ara ararauna",105,"Ada Sanchez",2020-10-28 22:34:23
"157","ISI000252387600001","Ara militaris",2,"Ada Sanchez",2020-10-28 22:34:23
"158","ISI000252387600001","Ara macao",4,"Ada Sanchez",2020-10-28 22:34:23
"159","ISI000252387600001","Ara chloropterus",37,"Ada Sanchez",2020-10-28 22:34:23
"160","ISI000252387600001","Ara rubrogenys",26,"Ada Sanchez",2020-10-28 22:34:23
"161","ISI000252387600001","Primolius auricollis",40,"Ada Sanchez",2020-10-28 22:34:24
"162","ISI000252387600001","Ara severus",80,"Ada Sanchez",2020-10-28 22:34:24
"163","ISI000252387600001","Diopsittaca nobilis",38,"Ada Sanchez",2020-10-28 22:34:24
"164","ISI000252387600001","Psittacara acuticaudatus",811,"Ada Sanchez",2020-10-28 22:34:24
"165","ISI000252387600001","Psittacara mitratus",550,"Ada Sanchez",2020-10-28 22:34:24
"166","ISI000252387600001","Psittacara leucophthalmus",97,"Ada Sanchez",2020-10-28 22:34:24
"167","ISI000252387600001","Aratinga weddellii",48,"Ada Sanchez",2020-10-28 22:34:24
"168","ISI000252387600001","Eupsittula aurea",71,"Ada Sanchez",2020-10-28 22:34:24
"169","ISI000252387600001","Pyrrhura molinae",148,"Ada Sanchez",2020-10-28 22:34:24
"170","ISI000252387600001","Myiopsitta monachus",342,"Ada Sanchez",2020-10-28 22:34:24
"171","ISI000252387600001","Forpus xanthopterygius",243,"Ada Sanchez",2020-10-28 22:34:24
"172","ISI000252387600001","Brotogeris chiriri",643,"Ada Sanchez",2020-10-28 22:34:24
"173","ISI000252387600001","Pionites melanocephalus",1,"Ada Sanchez",2020-10-28 22:34:24
"174","ISI000252387600001","Pionites leucogaster",11,"Ada Sanchez",2020-10-28 22:34:24
"175","ISI000252387600001","Pionus menstruus",255,"Ada Sanchez",2020-10-28 22:34:24
"176","ISI000252387600001","Pionus maximiliani",119,"Ada Sanchez",2020-10-28 22:34:25
"177","ISI000252387600001","Pionus chalcopterus",2,"Ada Sanchez",2020-10-28 22:34:25
"178","ISI000252387600001","Amazona tucumana",42,"Ada Sanchez",2020-10-28 22:34:25
"179","ISI000252387600001","Alipiopsitta xanthops",1,"Ada Sanchez",2020-10-28 22:34:25
"180","ISI000252387600001","Amazona aestiva",468,"Ada Sanchez",2020-10-28 22:34:25
"181","ISI000252387600001","Amazona ochrocephala",13,"Ada Sanchez",2020-10-28 22:34:25
"182","ISI000252387600001","Amazona amazonica",46,"Ada Sanchez",2020-10-28 22:34:25
"183","ISI000252387600001","Amazona farinosa",22,"Ada Sanchez",2020-10-28 22:34:25
"184","ISI000089818500005","Ara glaucogularis",6,"Ada Sanchez",2020-10-28 22:34:25
"185","ISI000339619500001","Anodorhynchus hyacinthinus",4,"Ada Sanchez",2020-10-28 22:34:25
"186","ISI000339619500001","Deroptyus accipitrinus",4,"Ada Sanchez",2020-10-28 22:34:25
"187","ISI000339619500001","Guaruba guarouba",6,"Ada Sanchez",2020-10-28 22:34:25
"188","ISI000339619500001","Ara macao",7,"Ada Sanchez",2020-10-28 22:34:25
"189","ISI000339619500001","Amazona farinosa",8,"Ada Sanchez",2020-10-28 22:34:25
"190","ISI000339619500001","Eupsittula aurea",10,"Ada Sanchez",2020-10-28 22:34:25
"191","ISI000339619500001","Ara chloropterus",18,"Ada Sanchez",2020-10-28 22:34:25
"192","ISI000339619500001","Diopsittaca nobilis",22,"Ada Sanchez",2020-10-28 22:34:25
"193","ISI000339619500001","Brotogeris chiriri",38,"Ada Sanchez",2020-10-28 22:34:25
"194","ISI000339619500001","Ara ararauna",53,"Ada Sanchez",2020-10-28 22:34:26
"195","ISI000339619500001","Amazona amazonica",62,"Ada Sanchez",2020-10-28 22:34:26
"196","ISI000339619500001","Amazona aestiva",68,"Ada Sanchez",2020-10-28 22:34:26
"197","ISI000384147300001","Amazona brasiliensis",NA,"Ada Sanchez",2020-10-28 22:34:26
"198","ISI000384147300001","Amazona oratrix",NA,"Ada Sanchez",2020-10-28 22:34:26
"199","ISI000384147300001","Amazona pretrei",NA,"Ada Sanchez",2020-10-28 22:34:26
"200","ISI000384147300001","Amazona rhodocorytha",NA,"Ada Sanchez",2020-10-28 22:34:26
"201","ISI000384147300001","Anodorhynchus leari",NA,"Ada Sanchez",2020-10-28 22:34:26
"202","ISI000384147300001","Primolius couloni",NA,"Ada Sanchez",2020-10-28 22:34:26
"203","AY0000000000000046","Amazona versicolor",NA,"Ada Sanchez",2020-10-28 22:34:26
"204","ISI000435390100009","Ara macao",7,"Ada Sanchez",2020-10-28 22:34:26
"205","ISI000423041600002","Amazona viridigenalis",1,"Ada Sanchez",2020-10-28 22:34:26
"206","ISI000423041600002","Ara macao",1,"Ada Sanchez",2020-10-28 22:34:26
"207","ISI000461467100010","Ara ararauna",NA,"Ada Sanchez",2020-10-28 22:34:26
"208","ISI000439465900024","Eupsittula cactorum",20,"Ada Sanchez",2020-10-28 22:34:26
"209","ISI000439465900024","Amazona aestiva",40,"Ada Sanchez",2020-10-28 22:34:26
"210","ISI000439465900024","Amazona amazonica",9,"Ada Sanchez",2020-10-28 22:34:27
"211","ISI000439465900024","Ara ararauna",4,"Ada Sanchez",2020-10-28 22:34:27
"212","ISI000439465900024","Anodorhynchus hyacinthinus",1,"Ada Sanchez",2020-10-28 22:34:27
"213","ISI000439465900024","Ara severus",1,"Ada Sanchez",2020-10-28 22:34:27
"214","ISI000439465900024","Eupsittula aurea",2,"Ada Sanchez",2020-10-28 22:34:27
"215","ISI000439465900024","Brotogeris chiriri",2,"Ada Sanchez",2020-10-28 22:34:27
"216","ISI000289333100003","Amazona barbadensis",15,"Ada Sanchez",2020-10-28 22:34:27
"217","ISI000383281100003","Bolborhynchus ferrugineifrons",NA,"Ada Sanchez",2020-10-28 22:34:27
"218","ISI000383281100003","Pyrilia pulchra",NA,"Ada Sanchez",2020-10-28 22:34:27
"219","ISI000383281100003","Pyrilia pyrilia",NA,"Ada Sanchez",2020-10-28 22:34:27
"220","ISI000383281100003","Pyrrhura calliptera",NA,"Ada Sanchez",2020-10-28 22:34:27
"221","ISI000312435500006","Neophema chrysogaster",NA,"Ada Sanchez",2020-10-28 22:34:27
"222","ISI000418499300001","Amazona autumnalis",NA,"Ada Sanchez",2020-10-28 22:34:27
"223","ISI000418499300001","Amazona oratrix",NA,"Ada Sanchez",2020-10-28 22:34:27
"224","ISI000418499300001","Amazona albifrons",NA,"Ada Sanchez",2020-10-28 22:34:27
"225","ISI000418499300001","Amazona farinosa",NA,"Ada Sanchez",2020-10-28 22:34:27
"226","ISI000418499300001","Ara militaris",NA,"Ada Sanchez",2020-10-28 22:34:27
"227","ISI000418499300001","Cacatua galerita",NA,"Ada Sanchez",2020-10-28 22:34:27
"228","ISI000418499300001","Nymphicus hollandicus",NA,"Ada Sanchez",2020-10-28 22:34:28
"229","ISI000418499300001","Myiopsitta monachus",NA,"Ada Sanchez",2020-10-28 22:34:28
"230","ISI000418499300001","Cyanoliseus patagonus",NA,"Ada Sanchez",2020-10-28 22:34:28
"231","ISI000418499300001","Ara ararauna",NA,"Ada Sanchez",2020-10-28 22:34:28
"232","ISI000418499300001","Eclectus roratus",NA,"Ada Sanchez",2020-10-28 22:34:28
"233","ISI000418499300001","Melopsittacus undulatus",NA,"Ada Sanchez",2020-10-28 22:34:28
"234","ISI000418499300001","Eupsittula canicularis",NA,"Ada Sanchez",2020-10-28 22:34:28
"235","ISI000418499300001","Psittacara mitratus",NA,"Ada Sanchez",2020-10-28 22:34:28
"236","ISI000316366700002","Eupsittula cactorum",49,"Ada Sanchez",2020-10-28 22:34:28
"237","ISI000316366700002","Forpus xanthopterygius",13,"Ada Sanchez",2020-10-28 22:34:28
"238","ISI000316366700002","Amazona aestiva",13,"Ada Sanchez",2020-10-28 22:34:28
"239","ISI000239112600014","Psittacus erithacus",NA,"Ada Sanchez",2020-10-28 22:34:28
"240","ISI000239112600014","Poicephalus fuscicollis",NA,"Ada Sanchez",2020-10-28 22:34:28
"241","ISI000239112600014","Prosopeia tabuensis",NA,"Ada Sanchez",2020-10-28 22:34:28
"242","ISI000239112600014","Coracopsis vasa",NA,"Ada Sanchez",2020-10-28 22:34:28
"243","ISI000239112600014","Poicephalus robustus",NA,"Ada Sanchez",2020-10-28 22:34:28
"244","ISI000239112600014","Poicephalus rueppellii",NA,"Ada Sanchez",2020-10-28 22:34:28
"245","ISI000239112600014","Eunymphicus cornutus",NA,"Ada Sanchez",2020-10-28 22:34:28
"246","ISI000239112600014","Cacatua sulphurea",NA,"Ada Sanchez",2020-10-28 22:34:28
"247","ISI000239112600014","Psittacula eques",NA,"Ada Sanchez",2020-10-28 22:34:29
"248","ISI000239112600014","Cacatua haematuropygia",NA,"Ada Sanchez",2020-10-28 22:36:13
"249","ISI000239112600014","Calyptorhynchus lathami",NA,"Ada Sanchez",2020-10-28 22:36:13
"250","ISI000239112600014","Psephotellus chrysopterygius",NA,"Ada Sanchez",2020-10-28 22:36:13
"251","ISI000239112600014","Probosciger aterrimus",NA,"Ada Sanchez",2020-10-28 22:36:13
"252","ISI000239112600014","Eclectus roratus",NA,"Ada Sanchez",2020-10-28 22:36:13
"253","ISI000239112600014","Cacatua leadbeateri",NA,"Ada Sanchez",2020-10-28 22:36:13
"254","ISI000285201900004","Eupsittula canicularis",52,"Ada Sanchez",2020-10-28 22:36:13
"255","ISI000272866500014","Poicephalus robustus",NA,"Ada Sanchez",2020-10-28 22:36:13
"256","ISI000352820900010","Bolborhynchus orbygnesius",15,"Ada Sanchez",2020-10-28 22:36:13
"257","ISI000352820900010","Pionites melanocephalus",3,"Ada Sanchez",2020-10-28 22:36:13
"258","ISI000352820900010","Ara ararauna",241,"Ada Sanchez",2020-10-28 22:36:13
"259","ISI000352820900010","Pionus menstruus",478,"Ada Sanchez",2020-10-28 22:36:13
"260","ISI000352820900010","Psittacara acuticaudatus",1819,"Ada Sanchez",2020-10-28 22:36:13
"261","ISI000352820900010","Touit dilectissimus",4417,"Ada Sanchez",2020-10-28 22:36:13
"262","ISI000352820900010","Neophema chrysostoma",3814,"Ada Sanchez",2020-10-28 22:36:13
"263","ISI000352820900010","Brotogeris versicolurus",601,"Ada Sanchez",2020-10-28 22:36:13
"264","ISI000352820900010","Ara severus",192,"Ada Sanchez",2020-10-28 22:36:14
"265","ISI000352820900010","Brotogeris cyanoptera",277,"Ada Sanchez",2020-10-28 22:36:14
"266","ISI000352820900010","Forpus modestus",17,"Ada Sanchez",2020-10-28 22:36:14
"267","ISI000352820900010","Aratinga weddellii",230,"Ada Sanchez",2020-10-28 22:36:14
"268","ISI000352820900010","Amazona festiva",18,"Ada Sanchez",2020-10-28 22:36:14
"269","ISI000352820900010","Primolius auricollis",87,"Ada Sanchez",2020-10-28 22:36:14
"270","ISI000352820900010","Brotogeris pyrrhoptera",29,"Ada Sanchez",2020-10-28 22:36:14
"271","ISI000352820900010","Pyrrhura molinae",800,"Ada Sanchez",2020-10-28 22:36:14
"272","ISI000352820900010","Amazona farinosa",82,"Ada Sanchez",2020-10-28 22:36:14
"273","ISI000352820900010","Ara militaris",5,"Ada Sanchez",2020-10-28 22:36:14
"274","ISI000352820900010","Psittacara mitratus",752,"Ada Sanchez",2020-10-28 22:36:14
"275","ISI000352820900010","Myiopsitta monachus",6934,"Ada Sanchez",2020-10-28 22:36:14
"276","ISI000352820900010","Psilopsiagon aurifrons",56,"Ada Sanchez",2020-10-28 22:36:14
"277","ISI000352820900010","Amazona amazonica",109,"Ada Sanchez",2020-10-28 22:36:14
"278","ISI000352820900010","Forpus coelestis",254,"Ada Sanchez",2020-10-28 22:36:14
"279","ISI000352820900010","Pyrrhura picta",11,"Ada Sanchez",2020-10-28 22:36:14
"280","ISI000352820900010","Eupsittula aurea",280,"Ada Sanchez",2020-10-28 22:36:14
"281","ISI000352820900010","Orthopsittaca manilatus",1,"Ada Sanchez",2020-10-28 22:36:14
"282","ISI000352820900010","Ara chloropterus",117,"Ada Sanchez",2020-10-28 22:36:14
"283","ISI000352820900010","Ara rubrogenys",47,"Ada Sanchez",2020-10-28 22:36:14
"284","ISI000352820900010","Psittacara erythrogenys",52,"Ada Sanchez",2020-10-28 22:36:14
"285","ISI000352820900010","Diopsittaca nobilis",40,"Ada Sanchez",2020-10-28 22:36:15
"286","ISI000352820900010","Pionus maximiliani",147,"Ada Sanchez",2020-10-28 22:36:15
"287","ISI000352820900010","Ara macao",51,"Ada Sanchez",2020-10-28 22:36:15
"288","ISI000352820900010","Psittacara wagleri",53,"Ada Sanchez",2020-10-28 22:36:15
"289","ISI000352820900010","Graydidascalus brachyurus",7,"Ada Sanchez",2020-10-28 22:36:15
"290","ISI000352820900010","Brotogeris sanctithomae",106,"Ada Sanchez",2020-10-28 22:36:15
"291","ISI000352820900010","Amazona tucumana",44,"Ada Sanchez",2020-10-28 22:36:15
